"CODE_PRODUIT","LIBELLE_PRODUIT","SIQO_FILIERE","RICA_var","RICA_var_libelle","RICA_var_code","RICA_var_code_libelle","species","production_type"
"A92","JASNIERES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A682","JAMBON SEC DE CORSE OU JAMBON SEC DE CORSE PRISUTTU","AOP & AOC, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A1166","JAMBON DU KINTOA","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"swine","meat"
"A737","JAMBON DE LACAUNE","IGP, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A500","JAMBON DE BAYONNE","IGP, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A647","JAMBON D AUVERGNE","IGP, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"LA4588","JAMBON CUIT SUPERIEUR DE PORC FERMIER ENTIER OU PRETRANCHE","LR, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A929","ISERE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A41","IROULEGUY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A247","IRANCY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A895","ILE DE BEAUTE","IGP, VINS",NA,NA,NA,NA,NA,NA
"LA2298","HUITRES POUSSE EN CLAIRE","LR, PRODUITS DE LA PECHE ET DE L AQUACULTURE",NA,NA,NA,NA,NA,NA
"A625","HUITRES MARENNES OLERON","IGP, PRODUITS DE LA PECHE ET DE L AQUACULTURE",NA,NA,NA,NA,NA,NA
"A462","HUILE ESSENTIELLE DE LAVANDE DE HAUTEPROVENCE OU ESSENCE DE LAVANDE DE HAUTEPROVENCE","AOP & AOC, AUTRES",NA,NA,NA,NA,NA,NA
"A604","HUILE D OLIVE DE PROVENCE","AOC, HUILE D OLIVE",NA,NA,NA,NA,NA,NA
"A449","HUILE D OLIVE DE NYONS","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A575","HUILE D OLIVE DE NIMES","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A578","HUILE D OLIVE DE NICE","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A459","HUILE D OLIVE DE LA VALLEE DES BAUXDEPROVENCE","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A467","HUILE D OLIVE DE HAUTEPROVENCE","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A576","HUILE D OLIVE DE CORSE OLIU DI CORSICA","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A466","HUILE D OLIVE D AIXENPROVENCE","AOP & AOC, HUILE D OLIVE",NA,NA,NA,NA,"fruits","fruits"
"A282","HERMITAGE OU ERMITAGE OU L HERMITAGE OU L ERMITAGE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0203","HERBES DE PROVENCE","LR, CONDIMENTS ASSAISONNEMENTS HERBES ET PIMENTS",NA,NA,NA,NA,NA,NA
"A1018","HAUTPOITOU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A40","HAUTMONTRAVEL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A39","HAUTMEDOC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A980","HAUTEVIENNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A870","HAUTESALPES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A944","HAUTEMARNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1004","HAUTE VALLEE DE L ORB","IGP, VINS",NA,NA,NA,NA,NA,NA
"A985","HAUTE VALLEE DE L AUDE","IGP, VINS",NA,NA,NA,NA,NA,NA
"LA2705","HARICOTS BLANCS","LR, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A499","HARICOT TARBAIS","IGP, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"LA1997","HARICOT","LR, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A857","GRUYERE","IGP, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A843","GROS PLANT DU PAYS NANTAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A185","GRIOTTECHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1013","GRIGNANLESADHEMAR","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A855","GRAVES SUPERIEURES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A38","GRAVES DE VAYRES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A37","GRAVES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A184","GRANDSECHEZEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A183","GIVRY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A281","GIGONDAS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A182","GEVREYCHAMBERTIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A915","GERS","IGP, VINS",NA,NA,NA,NA,NA,NA
"A618","GENISSE FLEUR D AUBRAC","IGP, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A1154","GENEPI DES ALPES","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A905","GARD","IGP, VINS",NA,NA,NA,NA,NA,NA
"A36","GAILLAC PREMIERES COTES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A34","GAILLAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A29","FRONTON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A33","FRONSAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A959","FRANCHECOMTE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1136","FRAMBOISE D ALSACE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"LA0117","FRAISES","LR, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"A563","FRAISE DU PERIGORD","IGP, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"LA1608","FRAISE","LR, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,NA,"fruits"
"A471","FOURME DE MONTBRISON","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A418","FOURME D AMBERT","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A457","FOIN DE CRAU","AOP & AOC, AUTRES",NA,NA,NA,NA,NA,NA
"A319","FLOC DE GASCOGNE","AOP & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A181","FLEURIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA1906","FLAGEOLET VERT","LR, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A180","FIXIN","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A390","FINE FAUGERES OU EAUDEVIE DE FAUGERES","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1089","FINE DE BOURGOGNE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A376","FINE BORDEAUX","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A595","FIN GRAS DU MEZENC","AOP & AOC, VIANDES DE BOUCHERIE ET PRODUITS D ABATTAGE",NA,NA,NA,NA,"cattle","meat"
"A591","FIGUE DE SOLLIES","AOP & AOC, AUTRES FRUITS D ARBRES OU D ARBUSTES ET FRUITS A COQUE",NA,NA,NA,NA,"fruits","fruits"
"A1028","FIEFS VENDEENS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA1104","FARINE POUR PAIN DE TRADITION FRANCAISE","LR, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","111","Blé tendre","cereal","crop"
"LA2006","FARINE PANIFIABLE POUR PAIN COURANT","LR, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","111","Blé tendre","cereal","crop"
"A624","FARINE DE PETIT EPEAUTRE DE HAUTE PROVENCE","IGP, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","122","Autres céréales","cereal","crop"
"LA0514","FARINE DE MEULE","LR, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","111","Blé tendre","cereal","crop"
"LA0905","FARINE DE FROMENT","LR, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","111","Blé tendre","cereal","crop"
"A601","FARINE DE CHATAIGNE CORSE FARINA CASTAGNINA CORSA","AOP & AOC, PRODUITS DU TRAVAIL DES GRAINS",NA,NA,NA,NA,"fruits","fruits"
"A622","FARINE DE BLE NOIR DE BRETAGNE GWINIZH DU BREIZH","IGP, PRODUITS DU TRAVAIL DES GRAINS","CODE3","Produits végétaux","122","Autres céréales","cereal","crop"
"A1017","ESTAING","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A417","EPOISSES","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A32","ENTREDEUXMERS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1016","ENTRAYGUES LE FEL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"LA0414","ENDIVES DE PLEINE TERRE","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A554","EMMENTAL FRANCAIS ESTCENTRAL","IGP, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A498","EMMENTAL DE SAVOIE","IGP, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"LA0479","EMMENTAL","LR, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A179","ECHEZEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A692","ECHALOTE D ANJOU","IGP, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A1151","EAUDEVIE DE VIN ORIGINAIRE DU LANGUEDOC OU FINE DU LANGUEDOC OU EAUDEVIE DE VIN DU LAN","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A1159","EAUDEVIE DE VIN ORIGINAIRE DU BUGEY OU FINE DU BUGEY","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A393","EAUDEVIE DE VIN DES COTESDURHONE OU FINE DES COTESDURHONE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A372","EAUDEVIE DE VIN DE LA MARNE OU FINE CHAMPENOISE","IG, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A399","EAUDEVIE DE CIDRE DU MAINE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A398","EAUDEVIE DE CIDRE DE BRETAGNE","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A828","DUCHE D UZES","AOC, VINS",NA,NA,NA,NA,NA,NA
"A901","DROME","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1120","DOMFRONT","AOP & AOC, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"LA0488","DINDE FERMIERE DE NOEL ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0372","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0486","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0497","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0578","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0671","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0884","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1080","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA2688","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE OU SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0686","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE ET SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1395","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE ET SURGELEE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0579","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0687","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0882","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1477","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1592","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1593","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA1691","DINDE DE NOEL FERMIERE ELEVEE EN PLEIN AIR ENTIERE FRAICHE","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"LA0298","DINDE DE DECOUPE FERMIERE ELEVEE EN PLEIN AIR","LR, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A447","DINDE DE BRESSE","AOP & AOC, VIANDES DE VOLAILLES FRAICHES CONGELEES OU SURGELEES",NA,NA,NA,NA,"poultry","meat"
"A280","CROZESHERMITAGE OU CROZESERMITAGE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A178","CRIOTSBATARDMONTRACHET","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A544","CREME FRAICHE FLUIDE D ALSACE","IGP, CREME","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"LA1089","CREME FLUIDE","LR, CREME","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A640","CREME DE BRESSE","AOP & AOC, CREME","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A441","CREME D ISIGNY","AOP & AOC, CREME","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A176","CREMANT DU JURA","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A91","CREMANT DE LOIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A250","CREMANT DE LIMOUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A279","CREMANT DE DIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A175","CREMANT DE BOURGOGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A31","CREMANT DE BORDEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A2","CREMANT D ALSACE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A90","COURCHEVERNY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1164","COULEE DE SERRANT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A289","COTES DU VIVARAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A966","COTES DU TARN","IGP, VINS",NA,NA,NA,NA,NA,NA
"A259","COTES DU ROUSSILLON VILLAGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A276","COTES DU RHONE VILLAGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A275","COTES DU RHONE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A30","COTES DU MARMANDAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A938","COTES DU LOT","IGP, VINS",NA,NA,NA,NA,NA,NA
"A173","COTES DU JURA","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A243","COTES DU FOREZ","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A4","COTES DE TOUL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1002","COTES DE THONGUE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A1001","COTES DE THAU","IGP, VINS",NA,NA,NA,NA,NA,NA
"A297","COTES DE PROVENCE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A28","COTES DE MONTRAVEL","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A731","COTES DE MILLAU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A947","COTES DE MEUSE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A949","COTES DE LA CHARITE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A917","COTES DE GASCOGNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A27","COTES DE DURAS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A18","COTES DE BOURG BOURG ET BOURGEAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A25","COTES DE BORDEAUXSAINTMACAIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A685","COTES DE BORDEAUX","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A24","COTES DE BLAYE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A12","COTES DE BERGERAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A837","COTES D AUVERGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A582","COTEAUX VAROIS EN PROVENCE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A469","COTEAUX DU VENDOMOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A688","COTEAUX DU QUERCY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A909","COTEAUX DU PONT DU GARD","IGP, VINS",NA,NA,NA,NA,NA,NA
"A172","COTEAUX DU LYONNAIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A89","COTEAUX DU LOIR","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A88","COTEAUX DU LAYON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A125","COTEAUX DU GIENNOIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A893","COTEAUX DU CHER ET DE L ARNON","IGP, VINS",NA,NA,NA,NA,NA,NA
"A903","COTEAUX DES BARONNIES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A950","COTEAUX DE TANNAY","IGP, VINS",NA,NA,NA,NA,NA,NA
"A87","COTEAUX DE SAUMUR","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A882","COTEAUX DE PEYRIAC","IGP, VINS",NA,NA,NA,NA,NA,NA
"A881","COTEAUX DE NARBONNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A896","COTEAUX DE L AUXOIS","IGP, VINS",NA,NA,NA,NA,NA,NA
"A86","COTEAUX DE L AUBANCE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1024","COTEAUX DE L AIN","IGP, VINS",NA,NA,NA,NA,NA,NA
"A939","COTEAUX DE GLANES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A273","COTEAUX DE DIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A945","COTEAUX DE COIFFY","IGP, VINS",NA,NA,NA,NA,NA,NA
"A996","COTEAUX DE BEZIERS","IGP, VINS",NA,NA,NA,NA,NA,NA
"A993","COTEAUX D ENSERUNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A840","COTEAUX D ANCENIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A295","COTEAUX D AIXENPROVENCE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1027","COTEAUX BOURGUIGNONS OU BOURGOGNE GRAND ORDINAIRE OU BOURGOGNE ORDINAIRE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A957","COTE VERMEILLE","IGP, VINS",NA,NA,NA,NA,NA,NA
"A272","COTE ROTIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A170","COTE ROANNAISE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A171","COTE DE NUITSVILLAGES OU VINS FINS DE LA COTE DE NUITS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A169","COTE DE BROUILLY","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A168","COTE DE BEAUNEVILLAGES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A167","COTE DE BEAUNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A256","COSTIERES DE NIMES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A166","CORTONCHARLEMAGNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A165","CORTON","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1168","CORREZE","AOC, VINS",NA,NA,NA,NA,NA,NA
"A333","CORNOUAILLE","AOP & AOC, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A271","CORNAS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A1098","CORBIERESBOUTENAC","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A255","CORBIERES","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A683","COPPA DE CORSE OU COPPA DE CORSE COPPA DI CORSICA","AOP & AOC, CONSERVES ET PREPARATIONS A BASE DE VIANDE ABATS ET SANG",NA,NA,NA,NA,"swine","meat"
"A270","CONDRIEU","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A862","COMTES RHODANIENS","IGP, VINS",NA,NA,NA,NA,NA,NA
"A861","COMTE TOLOSAN","IGP, VINS",NA,NA,NA,NA,NA,NA
"A414","COMTE","AOP & AOC, FROMAGE","CODE7","Produits animaux","22","Fromage, crème, beurre de vache","cattle","milk"
"A254","COLLIOURE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A874","COLLINES RHODANIENNES","IGP, VINS",NA,NA,NA,NA,NA,NA
"A320","COGNAC OU EAUDEVIE DE COGNAC OU EAUDEVIE DES CHARENTES","IG & AOC, EAUXDEVIE ET AUTRES ALCOOLS",NA,NA,NA,NA,NA,NA
"A465","COCO DE PAIMPOL","AOP & AOC, CEREALES LEGUMINEUSES ET OLEAGINEUX","CODE3","Produits végétaux","220","Autres légumes secs","legumes","crop"
"A164","CLOS SAINTDENIS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A163","CLOS DES LAMBRAYS","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A162","CLOS DE VOUGEOT OU CLOS VOUGEOT","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A161","CLOS DE TART","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A160","CLOS DE LA ROCHE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A603","CLEMENTINE DE CORSE","IGP, AGRUMES",NA,NA,NA,NA,NA,"fruits"
"LA0314","CLEMENTINE","LR, AGRUMES",NA,NA,NA,NA,NA,"fruits"
"A269","CLAIRETTE DE DIE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A252","CLAIRETTE DE BELLEGARDE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
"A790","CITRON DE MENTON","IGP, AGRUMES",NA,NA,NA,NA,NA,"fruits"
"A877","CITE DE CARCASSONNE","IGP, VINS",NA,NA,NA,NA,NA,NA
"LA1599","CIDRE DE VARIETE GUILLEVIC","LR, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A494","CIDRE DE NORMANDIE OU CIDRE NORMAND","IGP, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A553","CIDRE DE BRETAGNE OU CIDRE BRETON","IGP, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A848","CIDRE COTENTIN OU COTENTIN","AOP & AOC, CIDRE ET AUTRES VINS DE FRUITS",NA,NA,NA,NA,NA,NA
"A638","CHOUCROUTE D ALSACE","IGP, AUTRES PREPARATIONS ET CONSERVES A BASE DE FRUITS ET LEGUMES",NA,NA,NA,NA,NA,"vegetables"
"LA0109","CHOUCROUTE","LR, LEGUMES ET MELONS RACINES ET TUBERCULES",NA,NA,NA,NA,NA,"vegetables"
"A159","CHOREYLESBEAUNE","AOP & AOC, VINS",NA,NA,NA,NA,NA,NA
